3.373339229578888737e-02,1.141475928729208424e-02
9.798284957423541996e-01,5.058842049754423004e-02
8.283933554936505628e-01,-5.225733370942461375e-01
9.409776456698898395e-02,-2.515235657395285818e-02
4.827896827450209871e-01,7.875822582283309448e-01
1.915551421696538581e-01,1.648389697287808042e+00
1.116022033823738102e-01,-2.489775311529549354e-02
4.599023899869477128e-01,-1.062106910119383407e+00
7.305003360916954014e-01,-1.522710541560887032e+00
6.522326201930822576e-02,6.642012489449385104e-02
5.578606706127304804e-01,4.904775476250931021e-01
8.846445558029331080e-01,1.173883724825589558e+00
