2.608565868152707573e-04,-2.921732609045000432e-03
1.201807203748897906e-01,-3.076858563844449279e-02
9.449962487040594605e-02,-4.401675267799430857e-01
4.618070219284869937e-03,-8.584669141386554875e-03
6.284436609972864074e-02,1.598383685545434529e+00
7.183108044173297513e-02,2.490492637588391511e-01
4.243591646385377891e-02,-5.167954976314989568e-03
1.354201487394160637e-02,-1.058333227548771266e-01
3.479665134459497544e-02,-1.829403334399180847e-02
6.347541344058731105e-03,-4.579858427387613340e-02
1.148765066983784555e-01,1.578920797271870791e-01
2.002613006807457408e-01,9.058796255237334449e+00
