8.466483547441992774e-02,-2.545701477140274033e-02
1.004408985215420547e+00,-1.390780707070247424e-01
9.332910302764938493e-01,-1.363567121914463831e+00
5.261050084190697224e-02,2.323589970118213749e-02
7.562971002449712099e-01,1.401682065270719868e-01
2.485504204564560615e-01,1.791214228349413462e+00
8.554817531126958363e-02,3.842032156773825258e-02
5.128809666372551312e-01,-7.909083297468869622e-01
1.791195238676500878e+00,-1.475481911898662568e-01
1.377715875729306483e-01,3.014053793334772399e-02
5.252996338750485217e-01,8.689283030314859380e-01
9.642076887623575177e-01,9.053515470202585513e-01
