9.468594892322974854e-02,-4.171891398162878850e-02
9.827139392175213706e-01,2.227815395811368407e-02
6.495549628055643510e-01,-1.403786945573259448e+00
1.047108132225635785e-01,-2.862803638143862281e-02
1.078085706464629645e+00,1.665150223066364787e-01
6.677040290312196147e-01,1.588816973093189588e+00
4.516495085462601117e-02,3.257460766510784315e-03
6.192055561008337206e-01,-6.969225315958900158e-01
1.501716289613064026e+00,-4.968196544144674043e-01
1.257290958799766878e-01,-4.072111042393113806e-02
1.964391901603675938e-01,6.806313661031784257e-01
3.221757431238380098e-01,1.690130912394147034e+00
