3.620887146739344004e-02,-1.323968241135359269e-02
8.745883185975213969e-01,-3.975422907636676495e-01
5.697701009863639365e-01,-1.664555046950310313e+00
1.097441355630579818e-01,-2.777061613808837204e-02
3.213528089469019910e-01,7.160180926553878500e-01
5.822933662710937375e-01,1.026212415733126271e+00
1.220245788017057659e-01,-8.362235253844885197e-03
4.470325138802518916e-01,-7.766590092870873097e-01
1.140555889734803596e+00,-7.979179000749083706e-01
3.488315731428683758e-02,1.323276432420028570e-02
1.587743392245828666e-01,7.358138786999410819e-01
2.203758288068324855e+00,7.039799334899710104e-02
